Geneid	Chr	Start	End	Strand	Length	SRR6344904	SRR6344905	SRR6344906	SRR6344910	SRR6344912	SRR6344913
G372_RS0110185	NZ_ARQK01000057.1	35194	35946	-	753	195	334	204	250	253	120
G372_RS0110190	NZ_ARQK01000057.1	35959	38037	-	2079	638	2330	616	691	1184	355
G372_RS0110195	NZ_ARQK01000057.1	38102	39043	-	942	769	516	632	712	526	415
G372_RS0110200	NZ_ARQK01000057.1	39130	40398	+	1269	497	432	506	280	179	210
G372_RS0110205	NZ_ARQK01000057.1	40599	42005	+	1407	3071	3170	2734	2830	2738	1705
G372_RS0110210	NZ_ARQK01000057.1	42281	43183	-	903	134	153	113	171	182	66
G372_RS0110215	NZ_ARQK01000057.1	43161	43952	-	792	172	200	167	211	282	81
G372_RS0110220	NZ_ARQK01000057.1	44164	44451	+	288	17	27	18	46	54	24
G372_RS0110225	NZ_ARQK01000057.1	44524	45507	+	984	351	278	310	210	175	141
G372_RS0110230	NZ_ARQK01000057.1	45507	45947	+	441	74	161	88	80	93	47
G372_RS0110235	NZ_ARQK01000057.1	46031	46324	-	294	3035	1242	2508	1773	2419	452
G372_RS0110240	NZ_ARQK01000057.1	46437	48284	-	1848	1048	1301	986	594	539	359
G372_RS0110245	NZ_ARQK01000057.1	48297	49616	-	1320	1259	1078	1260	702	554	457
G372_RS0110250	NZ_ARQK01000057.1	49747	50163	-	417	2783	3792	2311	1298	1339	689
G372_RS0110255	NZ_ARQK01000057.1	50179	51552	-	1374	14661	16882	14743	6769	8181	3178
G372_RS0110260	NZ_ARQK01000057.1	51614	52471	-	858	8399	9554	8853	5733	8831	2233
G372_RS0110265	NZ_ARQK01000057.1	52487	54025	-	1539	16546	20838	15439	10547	21840	3024
G372_RS0110270	NZ_ARQK01000057.1	54042	54575	-	534	2032	1780	1888	1736	2875	515
G372_RS0110275	NZ_ARQK01000057.1	54588	55055	-	468	1765	1667	1768	1917	3849	526
G372_RS0110280	NZ_ARQK01000057.1	55112	55345	-	234	2020	1736	1635	2047	3705	492
G372_RS0110285	NZ_ARQK01000057.1	55400	56239	-	840	3283	3446	3145	4491	10689	1012
G372_RS0110290	NZ_ARQK01000057.1	56274	56657	-	384	4474	1552	4975	4518	6166	1216
G372_RS0110295	NZ_ARQK01000057.1	56793	57632	-	840	967	1193	939	1073	988	523
G372_RS0110300	NZ_ARQK01000057.1	57664	58416	-	753	1071	1078	882	829	918	428
G372_RS0110305	NZ_ARQK01000057.1	58416	59042	-	627	117	215	106	117	75	63
G372_RS0110310	NZ_ARQK01000057.1	59035	60906	-	1872	1816	2955	1710	2081	2873	1140
G372_RS0110315	NZ_ARQK01000057.1	61061	62371	-	1311	155	223	135	292	384	125
G372_RS0110320	NZ_ARQK01000057.1	62382	64085	-	1704	2522	2650	2515	5810	6445	1741
G372_RS0110325	NZ_ARQK01000057.1	64097	64351	-	255	30	29	39	95	143	26
G372_RS0110330	NZ_ARQK01000057.1	64351	64698	-	348	425	354	358	941	933	304
G372_RS0110335	NZ_ARQK01000057.1	64724	64861	-	138	833	381	586	1462	1024	467
G372_RS0110340	NZ_ARQK01000057.1	65011	66375	+	1365	1764	1695	1914	2351	1820	1290
G372_RS0110345	NZ_ARQK01000057.1	66631	67731	+	1101	1195	1155	1351	1326	1103	804
G372_RS0110350	NZ_ARQK01000057.1	67758	68828	+	1071	640	459	568	623	412	362
G372_RS0110355	NZ_ARQK01000057.1	68897	71326	+	2430	7485	9058	7765	9687	9235	5501
G372_RS0110360	NZ_ARQK01000057.1	71336	71863	+	528	647	937	598	806	859	464
G372_RS0110365	NZ_ARQK01000057.1	71977	74022	+	2046	1292	1504	1161	1034	1325	504
G372_RS0110370	NZ_ARQK01000057.1	74022	74786	+	765	276	422	261	358	581	148
G372_RS0110375	NZ_ARQK01000057.1	74823	76283	+	1461	1037	1154	1045	1038	980	546
G372_RS0110380	NZ_ARQK01000057.1	76319	76897	-	579	627	1053	528	306	326	243
G372_RS0110385	NZ_ARQK01000057.1	77054	78088	+	1035	497	594	454	683	856	229
G372_RS0110390	NZ_ARQK01000057.1	78087	78899	-	813	1485	1403	1475	1829	1570	621
G372_RS0110395	NZ_ARQK01000057.1	78905	79849	-	945	466	795	410	893	1088	268
G372_RS0110400	NZ_ARQK01000057.1	79953	80675	-	723	324	348	330	166	73	131
G372_RS0110405	NZ_ARQK01000057.1	80680	81705	-	1026	341	427	305	185	136	98
G372_RS0110410	NZ_ARQK01000057.1	81812	83245	+	1434	1189	1898	1110	2162	1883	889
G372_RS0110415	NZ_ARQK01000057.1	83301	83801	-	501	265	771	233	478	753	167
G372_RS0110420	NZ_ARQK01000057.1	83941	85440	+	1500	507	766	459	608	651	370
G372_RS0110425	NZ_ARQK01000057.1	85462	85947	-	486	262	337	169	239	93	147
G372_RS0110430	NZ_ARQK01000057.1	86199	87701	+	1503	287	335	238	654	659	186
G372_RS0110435	NZ_ARQK01000057.1	87893	88618	+	726	333	523	307	405	439	259
G372_RS0110440	NZ_ARQK01000057.1	88833	90890	-	2058	366	363	368	405	305	239
G372_RS0110445	NZ_ARQK01000057.1	90975	92384	-	1410	342	453	291	337	283	207
G372_RS0110450	NZ_ARQK01000057.1	92512	93564	-	1053	173	130	159	288	203	212
G372_RS0110455	NZ_ARQK01000057.1	93833	94306	+	474	316	290	219	624	499	485
G372_RS0110460	NZ_ARQK01000057.1	94336	94737	+	402	519	338	433	777	699	507
G372_RS0110465	NZ_ARQK01000057.1	94809	96047	+	1239	665	924	704	1290	1435	718
G372_RS0110470	NZ_ARQK01000057.1	96087	96827	+	741	285	322	273	318	351	179
G372_RS0110475	NZ_ARQK01000057.1	96827	98290	+	1464	783	650	759	440	410	217
G372_RS14525	NZ_ARQK01000057.1	98290	98409	+	120	0	0	0	0	0	0
G372_RS0110485	NZ_ARQK01000057.1	98400	99479	+	1080	1081	1146	1083	710	598	474
G372_RS0110490	NZ_ARQK01000057.1	99578	101593	+	2016	1553	2140	1526	1752	1969	958
G372_RS0110495	NZ_ARQK01000057.1	101654	102535	-	882	735	797	711	787	509	464
G372_RS0110500	NZ_ARQK01000057.1	102588	103886	-	1299	2019	2185	1953	1658	1411	956
G372_RS0110505	NZ_ARQK01000057.1	103969	104838	-	870	628	698	446	2578	3011	1374
G372_RS0110510	NZ_ARQK01000057.1	104888	106528	-	1641	1266	1143	1121	2061	1919	1199
G372_RS0110515	NZ_ARQK01000057.1	106578	107207	-	630	3470	4975	3236	4202	3978	2334
G372_RS0110520	NZ_ARQK01000057.1	107211	108380	-	1170	6271	6485	5897	6191	6036	3429
G372_RS0110525	NZ_ARQK01000057.1	108409	110463	-	2055	5881	4905	5780	8344	8314	4931
G372_RS0110530	NZ_ARQK01000057.1	110730	111350	-	621	6257	6220	5188	7139	11008	2071
G372_RS14485	NZ_ARQK01000058.1	4	1628	-	1625	11452	18452	11757	2655	2646	1610
G372_RS0110540	NZ_ARQK01000058.1	1940	2551	-	612	1698	1729	1390	389	260	296
G372_RS0110545	NZ_ARQK01000058.1	2560	3981	-	1422	1749	2820	1790	574	655	426
G372_RS0110550	NZ_ARQK01000058.1	3981	6113	-	2133	5093	4634	4639	1237	1070	1045
G372_RS0110555	NZ_ARQK01000058.1	6356	6880	-	525	480	535	404	410	407	234
G372_RS0110560	NZ_ARQK01000058.1	6873	7373	-	501	909	1304	832	623	529	380
G372_RS0110565	NZ_ARQK01000058.1	7369	8019	-	651	120	143	87	100	74	55
G372_RS0110570	NZ_ARQK01000058.1	8025	9035	-	1011	754	727	698	752	617	572
G372_RS0110575	NZ_ARQK01000058.1	9035	9811	-	777	553	725	541	482	462	346
G372_RS0110580	NZ_ARQK01000058.1	9818	10963	-	1146	846	797	707	694	561	436
G372_RS0110585	NZ_ARQK01000058.1	11103	12026	+	924	397	454	342	406	437	306
G372_RS0110590	NZ_ARQK01000058.1	12011	13042	+	1032	78	91	75	45	59	44
G372_RS0110595	NZ_ARQK01000058.1	13042	15081	+	2040	305	426	271	235	248	130
G372_RS0110600	NZ_ARQK01000058.1	15183	15659	-	477	2082	3993	2018	6024	10759	3198
G372_RS0110605	NZ_ARQK01000058.1	15976	16566	-	591	370	473	357	392	637	206
G372_RS0110610	NZ_ARQK01000058.1	16580	18085	-	1506	2174	2162	1948	2468	2410	1093
G372_RS0110615	NZ_ARQK01000058.1	18118	18693	-	576	1195	887	1038	1822	1689	820
G372_RS0110620	NZ_ARQK01000058.1	18791	19369	-	579	512	462	499	457	482	255
G372_RS0110625	NZ_ARQK01000058.1	19475	20794	-	1320	815	1017	760	932	807	451
G372_RS0110630	NZ_ARQK01000058.1	20806	21759	-	954	2228	2316	2104	2556	2282	1209
G372_RS0110635	NZ_ARQK01000058.1	21798	22628	-	831	875	1001	693	836	533	540
G372_RS0110640	NZ_ARQK01000058.1	22628	23833	-	1206	1308	1934	1199	1704	1952	722
G372_RS0110645	NZ_ARQK01000058.1	23833	24459	-	627	53	96	37	82	83	45
G372_RS0110650	NZ_ARQK01000058.1	24532	25317	-	786	154	129	113	186	113	97
G372_RS0110655	NZ_ARQK01000058.1	25397	26107	-	711	128	187	119	186	197	89
G372_RS0110660	NZ_ARQK01000058.1	26148	28529	-	2382	9304	12857	9987	4976	4286	3736
G372_RS0110665	NZ_ARQK01000058.1	28713	29735	-	1023	1460	2254	1433	1453	2310	714
G372_RS0110670	NZ_ARQK01000058.1	29838	30908	-	1071	495	798	484	701	1203	282
G372_RS0110675	NZ_ARQK01000058.1	31038	31685	-	648	612	1096	626	728	1449	280
G372_RS0110680	NZ_ARQK01000058.1	31692	33101	-	1410	533	1021	523	768	1504	303
G372_RS0110685	NZ_ARQK01000058.1	33375	34244	+	870	27	67	42	63	46	38
G372_RS0110690	NZ_ARQK01000058.1	34278	35510	-	1233	532	501	453	345	321	197
G372_RS0110695	NZ_ARQK01000058.1	35638	36111	-	474	449	503	411	190	191	190
G372_RS0110700	NZ_ARQK01000058.1	36270	37496	+	1227	127	147	96	261	165	116
G372_RS0110705	NZ_ARQK01000058.1	37496	40567	+	3072	353	352	312	774	611	330
G372_RS0110710	NZ_ARQK01000058.1	40563	42146	+	1584	339	516	313	503	469	281
G372_RS0110715	NZ_ARQK01000058.1	42180	42941	-	762	126	110	109	114	89	82
G372_RS0110720	NZ_ARQK01000058.1	42941	43900	-	960	145	215	131	120	64	99
G372_RS0110725	NZ_ARQK01000058.1	43949	44416	-	468	229	499	208	105	90	95
G372_RS0110730	NZ_ARQK01000058.1	44540	45535	+	996	211	227	188	226	134	127
G372_RS0110735	NZ_ARQK01000058.1	45622	46818	+	1197	523	616	472	307	344	170
G372_RS0110740	NZ_ARQK01000058.1	46887	47150	+	264	41	62	26	38	27	24
G372_RS0110745	NZ_ARQK01000058.1	47196	48116	+	921	166	158	128	207	120	117
G372_RS0110750	NZ_ARQK01000058.1	48153	48707	+	555	76	97	62	118	135	63
G372_RS14490	NZ_ARQK01000058.1	48804	48935	+	132	62	61	37	30	19	18
G372_RS0110755	NZ_ARQK01000058.1	48978	51347	-	2370	843	1088	847	497	400	362
G372_RS0110760	NZ_ARQK01000058.1	51480	52502	-	1023	367	350	307	178	93	184
G372_RS0110765	NZ_ARQK01000058.1	52603	53130	-	528	327	416	295	133	87	143
G372_RS0110770	NZ_ARQK01000058.1	53272	53886	+	615	151	94	163	107	52	129
G372_RS0110775	NZ_ARQK01000058.1	53971	55335	+	1365	162	129	103	206	161	149
G372_RS0110780	NZ_ARQK01000058.1	55338	56258	+	921	23	46	15	41	33	35
G372_RS0110785	NZ_ARQK01000058.1	56335	57339	+	1005	258	198	233	367	354	160
G372_RS0110790	NZ_ARQK01000058.1	57372	58898	-	1527	132	183	121	99	77	97
G372_RS0110795	NZ_ARQK01000058.1	59117	60424	+	1308	719	729	637	242	168	144
G372_RS0110800	NZ_ARQK01000058.1	60571	61317	+	747	216	141	185	254	145	195
G372_RS0110805	NZ_ARQK01000058.1	61413	61727	+	315	853	542	664	1198	836	896
G372_RS0110810	NZ_ARQK01000058.1	61756	63012	+	1257	387	336	324	720	596	599
G372_RS0110815	NZ_ARQK01000058.1	63052	64056	+	1005	225	277	198	225	195	168
G372_RS0110820	NZ_ARQK01000058.1	64072	65550	-	1479	396	399	413	400	323	270
G372_RS0110825	NZ_ARQK01000058.1	65546	66481	-	936	254	238	228	274	250	195
G372_RS0110830	NZ_ARQK01000058.1	66579	67565	+	987	401	508	353	253	270	171
G372_RS0110835	NZ_ARQK01000058.1	67565	68545	+	981	178	266	172	103	87	99
G372_RS0110840	NZ_ARQK01000058.1	68752	69162	+	411	22	81	26	35	31	29
G372_RS14495	NZ_ARQK01000058.1	69165	69356	-	192	32	41	22	36	23	24
G372_RS0110850	NZ_ARQK01000058.1	69477	71042	+	1566	1539	1334	1428	1500	1135	912
G372_RS0110855	NZ_ARQK01000058.1	71042	71758	+	717	1061	1073	958	935	616	607
G372_RS0110860	NZ_ARQK01000058.1	71766	72464	-	699	427	415	439	575	398	438
G372_RS0110865	NZ_ARQK01000058.1	73094	73537	+	444	95	72	85	61	55	45
G372_RS0110870	NZ_ARQK01000058.1	73793	74530	+	738	656	417	626	351	230	345
G372_RS0110875	NZ_ARQK01000058.1	74572	74781	-	210	169	193	211	113	60	103
G372_RS0110880	NZ_ARQK01000058.1	75152	75697	+	546	40	43	46	45	34	36
G372_RS0110885	NZ_ARQK01000058.1	75739	77271	-	1533	181	226	177	232	159	161
G372_RS0110890	NZ_ARQK01000058.1	77347	77967	-	621	93	61	63	108	62	79
G372_RS0110895	NZ_ARQK01000058.1	78099	78482	+	384	220	191	173	163	73	142
G372_RS0110900	NZ_ARQK01000058.1	78421	79104	-	684	271	217	224	188	161	105
G372_RS14230	NZ_ARQK01000058.1	79228	79885	+	658	78	117	61	50	37	46
G372_RS0110915	NZ_ARQK01000058.1	79912	80811	-	900	584	520	633	274	184	238
G372_RS0110920	NZ_ARQK01000058.1	81074	81322	+	249	65	47	63	51	23	47
G372_RS0110925	NZ_ARQK01000058.1	81512	82186	+	675	238	291	230	304	338	223
G372_RS0110930	NZ_ARQK01000058.1	82455	83735	+	1281	147	163	144	163	162	130
G372_RS0110935	NZ_ARQK01000058.1	83763	84155	-	393	64	95	90	182	160	131
G372_RS0110940	NZ_ARQK01000058.1	84445	85143	-	699	369	418	384	383	273	249
G372_RS0110945	NZ_ARQK01000058.1	85270	86442	+	1173	589	505	578	482	399	351
G372_RS14070	NZ_ARQK01000058.1	86362	87057	-	696	99	226	111	83	100	61
G372_RS0110955	NZ_ARQK01000058.1	87165	88685	-	1521	154	192	177	186	168	124
G372_RS0110960	NZ_ARQK01000058.1	88799	89287	+	489	117	125	130	118	103	88
G372_RS0110965	NZ_ARQK01000058.1	89260	89805	-	546	24	33	24	26	20	14
G372_RS14385	NZ_ARQK01000058.1	89908	90048	+	141	18	21	18	26	32	21
G372_RS0110975	NZ_ARQK01000058.1	90087	90704	+	618	202	129	182	240	189	184
G372_RS0110980	NZ_ARQK01000058.1	90797	91447	+	651	171	253	122	121	132	102
G372_RS0110985	NZ_ARQK01000058.1	91437	92081	+	645	581	786	554	323	284	223
G372_RS0110990	NZ_ARQK01000058.1	92124	92309	-	186	291	587	370	158	170	111
G372_RS0110995	NZ_ARQK01000058.1	92362	94416	-	2055	3736	5174	3465	1878	1262	1324
G372_RS0111000	NZ_ARQK01000058.1	94913	95455	+	543	354	216	323	686	631	357
G372_RS0111005	NZ_ARQK01000058.1	95581	96246	+	666	421	354	406	668	535	548
G372_RS14500	NZ_ARQK01000058.1	96328	96540	+	213	97	100	108	69	52	59
G372_RS0111015	NZ_ARQK01000058.1	96647	97708	+	1062	261	252	256	359	299	279
G372_RS0111020	NZ_ARQK01000058.1	98043	98486	+	444	5015	5226	5607	3644	3085	1792
G372_RS0111025	NZ_ARQK01000058.1	98690	99565	-	876	232	207	185	275	319	126
G372_RS0111030	NZ_ARQK01000058.1	99793	101289	-	1497	205	158	236	143	81	145
G372_RS0111035	NZ_ARQK01000058.1	101276	101842	-	567	380	229	347	146	57	189
G372_RS0111040	NZ_ARQK01000058.1	102099	102881	-	783	57	64	48	39	28	37
G372_RS0111045	NZ_ARQK01000058.1	102889	103725	-	837	35	40	25	18	18	16
G372_RS0111050	NZ_ARQK01000058.1	103743	104867	-	1125	102	87	73	91	91	65
G372_RS0111055	NZ_ARQK01000058.1	104890	108369	-	3480	185	157	161	138	138	139
G372_RS0111060	NZ_ARQK01000058.1	108526	109170	-	645	72	86	64	91	72	55
G372_RS0111065	NZ_ARQK01000058.1	109503	110768	+	1266	3059	2801	2597	1288	680	1206
G372_RS0111070	NZ_ARQK01000058.1	110852	111268	-	417	1508	1733	1504	1020	945	851
G372_RS0111075	NZ_ARQK01000058.1	111714	112949	+	1236	413	339	376	241	250	186
G372_RS0111080	NZ_ARQK01000058.1	113136	114071	+	936	362	308	331	264	203	175
G372_RS0111085	NZ_ARQK01000058.1	114132	115253	-	1122	295	347	288	195	209	160
G372_RS13595	NZ_ARQK01000058.1	115481	116933	-	1453	532	646	565	338	220	310
G372_RS0111095	NZ_ARQK01000058.1	117162	118601	+	1440	1806	1815	1800	930	604	859
G372_RS0111100	NZ_ARQK01000058.1	118704	121373	-	2670	534	646	535	391	307	285
G372_RS0111105	NZ_ARQK01000058.1	121719	122048	-	330	56	58	65	70	46	52
G372_RS0111110	NZ_ARQK01000058.1	122108	122425	-	318	129	123	142	99	73	95
G372_RS0111115	NZ_ARQK01000058.1	122630	123202	-	573	179	195	187	96	89	85
G372_RS0111120	NZ_ARQK01000058.1	123366	124187	+	822	75	95	66	71	55	43
G372_RS0111125	NZ_ARQK01000058.1	124543	125070	+	528	476	714	484	357	286	230
G372_RS0111130	NZ_ARQK01000058.1	125224	126020	+	797	214	229	174	178	137	122
G372_RS0111135	NZ_ARQK01000059.1	1	1107	+	1107	363	502	396	221	239	123
G372_RS0111140	NZ_ARQK01000059.1	1123	2184	-	1062	194	229	176	189	181	82
G372_RS0111145	NZ_ARQK01000059.1	2199	2771	-	573	259	235	246	88	67	110
G372_RS0111150	NZ_ARQK01000059.1	3221	4333	+	1113	292	298	224	70	63	89
G372_RS0111155	NZ_ARQK01000059.1	4419	5882	+	1464	271	205	226	60	59	67
G372_RS0111160	NZ_ARQK01000059.1	5885	8110	+	2226	488	559	524	251	214	241
G372_RS0111165	NZ_ARQK01000059.1	8163	10001	-	1839	332	346	301	214	169	202
G372_RS0111170	NZ_ARQK01000059.1	10035	11423	-	1389	274	274	228	166	143	105
G372_RS0111175	NZ_ARQK01000059.1	11615	13210	+	1596	428	457	437	153	137	157
G372_RS0111180	NZ_ARQK01000059.1	13255	14457	+	1203	310	459	290	128	124	118
G372_RS0111185	NZ_ARQK01000059.1	14479	16275	-	1797	325	372	277	157	126	142
G372_RS0111190	NZ_ARQK01000059.1	16574	18178	+	1605	192	282	149	60	42	47
G372_RS0111195	NZ_ARQK01000059.1	18225	18935	+	711	133	104	97	53	46	40
G372_RS0111200	NZ_ARQK01000059.1	18938	19936	-	999	134	205	120	43	39	57
G372_RS0111205	NZ_ARQK01000059.1	19948	20829	-	882	99	124	65	27	22	25
G372_RS0111210	NZ_ARQK01000059.1	20829	21653	-	825	19	33	15	8	5	12
G372_RS0111215	NZ_ARQK01000059.1	21657	21905	-	249	36	67	47	13	16	8
G372_RS0111220	NZ_ARQK01000059.1	22336	24045	+	1710	346	509	297	155	121	152
G372_RS0111225	NZ_ARQK01000059.1	24045	25388	-	1344	145	275	117	72	82	57
G372_RS0111230	NZ_ARQK01000059.1	25394	26626	-	1233	177	332	129	80	103	55
G372_RS0111235	NZ_ARQK01000059.1	26619	27833	-	1215	307	542	296	161	160	110
G372_RS0111240	NZ_ARQK01000059.1	27833	28777	-	945	207	364	193	81	88	56
G372_RS0111245	NZ_ARQK01000059.1	28783	30717	-	1935	603	875	555	251	219	169
G372_RS0111250	NZ_ARQK01000059.1	30722	31957	-	1236	245	353	185	109	86	93
G372_RS0111255	NZ_ARQK01000059.1	31957	33498	-	1542	248	270	260	131	105	88
G372_RS0111260	NZ_ARQK01000059.1	33498	34736	-	1239	598	666	520	271	248	170
G372_RS0111265	NZ_ARQK01000059.1	34794	35861	-	1068	736	696	545	313	220	290
G372_RS0111270	NZ_ARQK01000059.1	35848	36762	-	915	445	560	371	196	219	190
G372_RS0111275	NZ_ARQK01000059.1	36783	37841	-	1059	1031	979	911	370	343	378
G372_RS0111280	NZ_ARQK01000059.1	37847	39340	-	1494	2965	2462	2622	816	572	742
G372_RS0111285	NZ_ARQK01000059.1	39406	40290	-	885	1619	2253	1232	411	431	359
G372_RS0111290	NZ_ARQK01000059.1	40402	41952	-	1551	1657	1378	1439	325	199	296
G372_RS0111295	NZ_ARQK01000059.1	42305	42898	+	594	287	241	320	104	85	100
G372_RS0111300	NZ_ARQK01000059.1	42939	43754	+	816	94	78	81	41	45	32
G372_RS0111305	NZ_ARQK01000059.1	43747	44520	+	774	148	144	158	100	100	95
G372_RS0111310	NZ_ARQK01000059.1	44523	45395	+	873	57	35	36	43	15	38
G372_RS0111315	NZ_ARQK01000059.1	45527	46357	-	831	3477	2180	3907	433	341	621
G372_RS0111320	NZ_ARQK01000059.1	46583	47290	+	708	282	285	234	282	200	234
G372_RS0111325	NZ_ARQK01000059.1	47379	50183	-	2805	964	1242	732	250	237	246
G372_RS0111330	NZ_ARQK01000059.1	50192	51526	-	1335	413	459	323	82	72	85
G372_RS0111335	NZ_ARQK01000059.1	51553	53616	-	2064	328	334	292	68	46	75
G372_RS0111340	NZ_ARQK01000059.1	53623	55014	-	1392	736	794	616	89	82	130
G372_RS0111345	NZ_ARQK01000059.1	55134	55769	-	636	649	784	519	112	102	127
G372_RS0111350	NZ_ARQK01000059.1	56088	56843	+	756	119	88	144	31	13	18
G372_RS0111355	NZ_ARQK01000059.1	56907	57956	+	1050	110	92	93	33	14	30
G372_RS0111360	NZ_ARQK01000059.1	58229	59284	+	1056	381	275	398	199	130	203
G372_RS0111365	NZ_ARQK01000059.1	59250	60149	+	900	273	215	222	169	90	148
G372_RS0111370	NZ_ARQK01000059.1	60545	61597	-	1053	256	218	215	175	108	161
G372_RS0111375	NZ_ARQK01000059.1	61850	63229	-	1380	3226	3093	3080	846	559	729
G372_RS0111380	NZ_ARQK01000059.1	63678	63995	+	318	277	327	321	142	107	120
G372_RS0111385	NZ_ARQK01000059.1	64056	64472	+	417	83	104	57	42	32	35
G372_RS0111390	NZ_ARQK01000059.1	64550	64963	-	414	141	107	157	101	58	74
G372_RS0111395	NZ_ARQK01000059.1	65022	65645	-	624	100	143	78	65	78	45
G372_RS0111400	NZ_ARQK01000059.1	65844	68261	-	2418	114	323	127	98	90	94
G372_RS0111405	NZ_ARQK01000059.1	68261	68629	-	369	110	97	115	59	23	91
G372_RS0111410	NZ_ARQK01000059.1	68950	69990	+	1041	21	32	19	9	13	2
G372_RS0111415	NZ_ARQK01000059.1	69974	71044	-	1071	70	91	63	45	26	34
G372_RS0111420	NZ_ARQK01000059.1	71078	72187	+	1110	51	42	39	35	32	34
G372_RS0111425	NZ_ARQK01000059.1	72186	72719	-	534	83	70	75	56	40	42
G372_RS0111430	NZ_ARQK01000059.1	72812	73090	+	279	66	73	81	55	71	44
G372_RS0111435	NZ_ARQK01000059.1	73095	73352	+	258	293	168	324	257	226	172
G372_RS0111445	NZ_ARQK01000059.1	73654	73926	-	273	449	369	390	347	316	176
G372_RS0111450	NZ_ARQK01000059.1	73913	74965	-	1053	89	102	49	76	95	64
G372_RS0111455	NZ_ARQK01000059.1	75051	77282	-	2232	4580	7197	4277	3640	4011	2219
G372_RS0111460	NZ_ARQK01000059.1	77282	77770	-	489	435	308	399	529	353	419
G372_RS0111465	NZ_ARQK01000059.1	77816	78046	+	231	263	513	290	426	492	264
G372_RS0111470	NZ_ARQK01000059.1	78051	78485	+	435	263	473	253	323	247	196
G372_RS0111475	NZ_ARQK01000059.1	78722	80071	-	1350	468	495	401	474	553	352
G372_RS0111480	NZ_ARQK01000059.1	80097	81008	-	912	439	449	386	598	462	379
G372_RS0111485	NZ_ARQK01000059.1	81254	81682	-	429	3644	3005	3808	1179	1059	847
G372_RS0111490	NZ_ARQK01000059.1	81785	82009	-	225	289	205	267	169	124	109
G372_RS0111495	NZ_ARQK01000059.1	82022	82882	-	861	848	1066	944	529	376	394
G372_RS0111500	NZ_ARQK01000059.1	83048	83764	+	717	223	263	238	527	676	173
G372_RS0111505	NZ_ARQK01000059.1	83771	84379	+	609	137	227	124	276	242	69
G372_RS0111510	NZ_ARQK01000059.1	84404	85606	+	1203	116	161	80	252	262	85
G372_RS0111515	NZ_ARQK01000059.1	85609	85800	+	192	25	36	25	30	36	22
G372_RS0111520	NZ_ARQK01000059.1	85800	86045	+	246	106	192	73	131	158	36
G372_RS0111525	NZ_ARQK01000059.1	86145	87401	-	1257	2694	1959	2441	5025	4504	2307
G372_RS0111530	NZ_ARQK01000059.1	87616	87939	-	324	4213	3663	4671	2055	1838	1485
G372_RS0111535	NZ_ARQK01000059.1	88045	89370	+	1326	784	835	809	1362	1114	578
G372_RS0111545	NZ_ARQK01000059.1	89571	90005	-	435	1514	911	1285	1517	1322	996
G372_RS0111555	NZ_ARQK01000059.1	90231	90434	+	204	158	182	144	232	245	167
G372_RS0111560	NZ_ARQK01000059.1	90497	91300	+	804	462	583	369	802	1350	384
G372_RS0111565	NZ_ARQK01000059.1	91306	92031	+	726	80	136	80	93	87	74
G372_RS0111570	NZ_ARQK01000059.1	92063	93400	-	1338	116	159	84	233	244	132
G372_RS0111575	NZ_ARQK01000059.1	93536	94603	-	1068	1097	1057	1019	853	825	461
G372_RS0111580	NZ_ARQK01000059.1	94606	95454	-	849	1197	930	1143	1051	970	503
G372_RS14390	NZ_ARQK01000059.1	95471	95614	-	144	68	26	67	113	107	80
G372_RS0111590	NZ_ARQK01000059.1	95936	96496	-	561	553	928	524	558	727	355
G372_RS0111595	NZ_ARQK01000059.1	96496	97845	-	1350	1735	3024	1411	1183	1101	709
G372_RS0111600	NZ_ARQK01000059.1	97968	98621	-	654	1206	820	1032	1141	936	335
G372_RS0111605	NZ_ARQK01000059.1	98847	100076	-	1230	281	549	271	277	292	99
G372_RS0111610	NZ_ARQK01000059.1	100104	101063	-	960	911	640	696	932	849	267
G372_RS0111615	NZ_ARQK01000059.1	101158	102522	+	1365	1259	1788	1206	701	583	546
G372_RS0111620	NZ_ARQK01000059.1	102643	104754	-	2112	1963	2098	1892	889	566	734
G372_RS0111625	NZ_ARQK01000059.1	105108	105512	-	405	132	166	109	34	19	26
G372_RS0111630	NZ_ARQK01000059.1	105607	106770	-	1164	118	99	129	114	99	94
G372_RS0111635	NZ_ARQK01000059.1	106963	107919	-	957	271	244	244	155	89	103
G372_RS0111640	NZ_ARQK01000059.1	108017	108787	-	771	0	3	3	0	3	0
G372_RS0111645	NZ_ARQK01000059.1	108780	109379	-	600	7	6	0	4	2	0
G372_RS0111650	NZ_ARQK01000059.1	109415	110338	-	924	4	15	9	9	5	3
G372_RS0111655	NZ_ARQK01000059.1	110426	111748	-	1323	16	31	33	34	33	13
G372_RS0111660	NZ_ARQK01000059.1	111896	112399	-	504	15	73	23	26	28	19
G372_RS0111665	NZ_ARQK01000059.1	112408	112875	-	468	263	315	261	303	165	265
G372_RS0111670	NZ_ARQK01000059.1	112942	113994	-	1053	276	507	249	397	501	239
G372_RS0111675	NZ_ARQK01000059.1	113999	115546	-	1548	858	745	737	1148	1098	750
G372_RS0111680	NZ_ARQK01000059.1	115546	116037	-	492	218	152	140	312	308	274
G372_RS0111685	NZ_ARQK01000059.1	116190	118547	+	2358	1544	2413	1437	1064	824	856
G372_RS0111690	NZ_ARQK01000059.1	118554	119375	+	822	422	432	405	332	233	271
