#NAME	EP1910	RMT	KJB3	TJR	IB5	ALIDNA	IG7	B314	VS15G	NZC319	FB	E321	KJB23	KJB24	JW	IV	KV	EW	LW	RH	LH	GZ	RJ	LP	DS	MM	MN	BB
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;VHS-B4-70;NA	0	0	0	2	0	0	0	0	2	1	0	3	9	0	1	2	0	0	1	0	0	2	1	0	0	0	1	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;VHS-B4-70;uncultured bacterium	1	0	4	2	3	0	0	5	2	6	0	166	12	3	1	6	0	0	2	0	1	1	0	0	0	6	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;VHS-B4-70;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA	0	0	2	2	0	0	0	2	0	1	1	6	0	4	2	14	0	0	0	6	16	0	0	0	0	9	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;uncultured bacterium	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	2	0	0	0	1	1	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;uncultured bacterium;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;uncultured delta proteobacterium;uncultured delta proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;uncultured organism;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;NA;NA	0	0	6	7	4	0	1	0	1	0	0	0	0	3	0	0	0	0	1	0	1	1	0	0	0	1	0	1
Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;uncultured bacterium;uncultured bacterium	1	0	3	5	1	0	0	0	2	0	0	0	2	7	0	1	0	0	0	5	0	0	0	0	0	3	0	2
Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;uncultured delta proteobacterium;uncultured delta proteobacterium	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NKB15;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NKB15;NA;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NKB15;uncultured bacterium;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NKB15;uncultured hydrocarbon seep bacterium BPC065;uncultured hydrocarbon seep bacterium BPC065	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;NKB15;uncultured organism;uncultured organism	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;NA	0	0	2	1	0	0	0	0	0	0	0	1	0	3	1	1	2	1	0	1	0	0	0	0	1	4	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;Olavius ilvae associated proteobacterium Delta 7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;uncultured bacterium	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	8	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;uncultured organism	0	0	2	2	0	0	0	0	0	6	0	6	0	2	12	16	1	2	13	0	26	2	3	0	11	15	4	1
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;053A03-B-DI-P58;metagenome	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;053A03-B-DI-P58;uncultured bacterium	0	0	2	0	3	0	0	0	1	1	0	2	3	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;Oligoflexus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured	0	9	3	4	2	0	6	1	4	0	3	2	2	22	5	12	34	30	1	31	10	2	2	0	2	4	0	4
Bacteria;Proteobacteria;Deltaproteobacteria;PB19;NA;NA	0	1	1	5	0	0	0	0	1	0	1	20	4	2	2	3	0	1	2	2	3	0	0	0	1	5	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;PB19;uncultured bacterium;uncultured bacterium	1	0	0	0	1	0	0	0	0	0	1	6	0	0	0	2	0	3	2	0	1	3	0	0	1	4	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;PB19;uncultured delta proteobacterium;uncultured delta proteobacterium	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;PB19;uncultured organism;uncultured organism	0	0	1	0	0	0	2	0	0	6	0	5	1	0	0	8	3	2	8	2	4	1	1	0	9	2	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);Ambiguous_taxa;Ambiguous_taxa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);Candidatus Nitrosoarchaeum limnia SFB1;Candidatus Nitrosoarchaeum limnia SFB1	0	0	1	2	5	0	0	0	5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);NA;NA	3	0	2	1	3	0	0	1	1	18	0	76	5	5	26	29	6	8	18	7	54	7	4	0	23	55	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);NA;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium zdt-33i5;uncultured bacterium zdt-33i5	0	0	2	0	0	0	0	0	0	3	0	18	1	0	1	1	0	0	0	0	3	0	1	0	0	14	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium;uncultured bacterium	0	0	3	2	1	0	0	0	1	19	2	115	7	7	66	62	6	3	11	23	83	4	13	0	30	51	2	1
Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured delta proteobacterium;uncultured delta proteobacterium	1	0	2	1	1	0	1	0	0	3	1	10	4	1	19	12	5	2	1	0	21	5	1	0	0	8	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured organism;uncultured organism	1	0	1	3	0	0	0	0	0	1	0	2	2	1	1	4	0	1	3	0	3	4	1	0	1	7	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured proteobacterium;uncultured proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;Ambiguous_taxa;Ambiguous_taxa	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;NA;NA	0	2	9	19	14	0	1	3	4	16	0	23	2	6	28	29	2	1	5	0	26	4	7	0	10	58	1	0
Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;NA;uncultured delta proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;uncultured bacterium;uncultured bacterium	1	2	11	11	24	0	2	1	5	50	0	79	15	30	137	139	6	6	27	2	141	17	34	0	48	128	13	0
Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;uncultured delta proteobacterium;uncultured delta proteobacterium	0	0	5	5	5	0	0	0	0	1	0	5	1	1	3	2	0	0	0	0	4	2	0	0	0	4	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;uncultured organism;uncultured organism	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	3	1	0	0	0	2	0	2	0	2	13	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;NA	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	11	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;uncultured	0	6	124	33	139	0	5	47	10	26	4	30	175	78	50	59	1	1	13	0	56	21	13	0	1	131	7	2
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;uncultured bacterium	7	1	4	5	8	0	0	5	0	9	0	66	9	5	9	26	0	2	3	0	25	14	3	0	1	38	3	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;1013-28-CG33;Ambiguous_taxa;Ambiguous_taxa	7	0	0	0	0	0	0	0	0	3	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;1013-28-CG33;NA;NA	19	0	0	0	0	0	0	0	0	16	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;1013-28-CG33;uncultured bacterium;uncultured bacterium	2	0	0	0	1	0	0	0	0	2	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;KCM-B-112	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Lacimicrobium	0	1	0	1	0	0	0	0	5	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter	2	8	0	0	0	0	14	10	0	11	9	0	31	0	10	6	2	0	19	6	1	11	0	0	9	3	3	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Paramoritella	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas	0	54	7	0	3	0	58	27	0	0	25	0	281	5	2	12	0	0	0	0	1	3	1	0	1	2	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;HTCC5015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;NA	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	1	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;uncultured	0	0	2	13	5	0	1	1	2	2	0	0	0	12	1	1	29	29	0	50	0	2	0	0	0	6	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;uncultured gamma proteobacterium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;AT-s16;Ambiguous_taxa;Ambiguous_taxa	0	3	0	1	0	0	3	5	0	0	3	0	6	1	0	2	1	2	0	0	0	0	0	0	0	3	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;AT-s16;NA;NA	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;AT-s2-59;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;AT-s2-59;uncultured bacterium;uncultured bacterium	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;AT-s2-59;uncultured gamma proteobacterium;uncultured gamma proteobacterium	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;B108;uncultured bacterium;uncultured bacterium	0	1	0	0	0	0	1	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;B2M28;Ambiguous_taxa;Ambiguous_taxa	0	0	8	2	1	0	0	1	0	0	0	0	4	3	1	1	0	0	2	0	0	1	0	0	1	8	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;B2M28;NA;NA	0	1	14	9	9	0	0	0	0	1	0	1	5	5	1	6	0	0	5	0	0	2	1	0	0	19	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;B2M28;uncultured bacterium;uncultured bacterium	0	0	2	2	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8;NA;NA	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	6	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;GKS98 freshwater group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Lautropia	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Limnobacter	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Rhizobacter	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;uncultured	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Gallionellaceae;Candidatus Nitrotoga	0	0	2	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Gallionellaceae;NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Gallionellaceae;Sideroxydans	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Methylophilaceae;Methylotenera	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Neisseriaceae;uncultured	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;966-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;IS-44	0	0	2	4	3	0	0	0	2	0	0	1	0	16	2	0	0	0	0	0	0	2	0	0	2	4	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;Nitrosomonas	24	3	14	61	39	0	12	4	21	2	2	8	8	56	26	32	17	13	11	2	55	140	1	0	28	10	1	4
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;Nitrosospira	1	1	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	2	6	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Azoarcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	4	2	1	0	49	1	5	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;SC-I-84;Ambiguous_taxa	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;SC-I-84;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;SC-I-84;uncultured bacterium	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinimicrobium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Chromatocurvus	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	27	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Congregibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	0	42	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Haliea	0	1	0	0	0	0	0	1	0	3	1	0	0	1	0	3	1	0	0	1	0	4	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus	1	0	10	6	4	0	0	2	1	0	0	3	6	9	0	1	15	10	2	2	0	1	0	0	1	9	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;NA	4	2	1	3	0	0	0	0	0	2	2	16	0	6	1	4	8	7	2	94	0	2	0	0	1	2	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;OM60(NOR5) clade	0	0	4	2	4	0	0	0	0	0	0	10	0	4	1	0	0	0	0	1	0	0	0	0	0	3	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Parahaliea	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Pseudohaliea	0	0	1	2	0	0	1	1	2	0	1	3	0	3	0	0	4	4	4	121	0	0	0	0	4	2	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer	1	22	36	0	20	0	13	3	0	1	5	23	72	1	78	14	19	14	14	23	1	75	2	0	3	22	3	2
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;NA;NA	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;C1-B045	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	2	0	1	0	2	0	0	0	0	3	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;Porticoccus	2	0	0	1	0	0	0	0	0	6	0	4	0	2	0	0	0	0	2	4	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;SAR92 clade	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;BD1-7 clade	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;CH2b56;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Thiobios	0	2	10	21	12	0	1	10	4	13	4	3	12	14	23	46	118	129	86	137	182	98	4	0	96	143	14	1
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium	0	1	1	5	1	0	1	1	1	1	0	2	0	2	1	8	21	14	5	268	13	6	0	0	31	9	3	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Lamprocystis	0	0	1	11	1	0	0	0	2	0	0	0	0	3	1	0	0	0	1	0	0	1	1	0	0	4	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Marichromatium	14	0	0	0	0	0	0	1	0	2975	0	7	0	0	0	0	0	0	2	0	0	0	0	0	14	3	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;NA	1	0	1	0	0	0	1	1	0	1	0	0	1	1	37	88	1	5	0	26	37	1	2	0	0	4	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Phaeochromatium	487	3	0	0	0	0	0	1	0	113	2	16	2	0	188	383	1	0	23	23	477	136	36	0	70	12	4	1
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalobacter	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa	0	0	3	2	3	0	1	1	0	7	0	2	0	1	4	0	10	7	0	75	1	8	0	0	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiophaeococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus	2	6	0	0	0	0	9	3	0	3	0	0	0	0	525	1392	0	1	1	7	520	2	7	0	4	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodovibrio	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;uncultured	0	1	2	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;NA;NA	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	8	0	5	6	0	0	2	45	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;NA;uncultured	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0
